x,y
17.30769233993827, 4.941713459933551
16.004272866221456, 6.385498551398274
18.54700827052928, 3.3286131365264313
20.06410263486454, 2.3904442031648396
22.58547084354877, 1.246084045395589
23.995727273511044, 0.7956867866794035
25.363247355971104, 0.5775579714607143
26.730769394686206, 0.3932056103624884
27.97008630340473, 0.28238055125914
28.995727343377297, 0.2006374141382571
29.33760638586479, 0.18225017447826716
29.957265818351576, 0.16032798236304446
30.726496598331, 0.12811699173361363
32.07265046329499, 0.08910604178155321
33.33333358950959, 0.061315409900496304
34.70085562822469, 0.03791838137064373
36.11111205818696, 0.021300312517805235
37.30769457565831, 0.011587973790881513
38.16239413813209, 0.007166179109439697
39.31624030810123, 0.00373556390787355
40.7264967380635, 0.0016768328029691608
41.752137778036065, 0.000941945870374162
42.54273477551156, 0.0005348111979344506
43.29059933799491, 0.000341503612968201
43.952991205473836, 0.00022516701463423457
44.59401685545669, 0.00014846163423756968
43.0128228605057, 0.0004183320864755773
42.20085573302407, 0.0006837217297392382
40.213676218077225, 0.0023349344097081818
38.71795100562059, 0.00537100740574584
36.794874055672025, 0.015627062437436036
35.47008640820411, 0.028419594883883133
34.05982997824184, 0.04745176652499199
32.692307939526735, 0.07431176460701118
31.495727378310423, 0.10128981493064092
30.320513034590178, 0.14255709924877974
28.5470093883893, 0.22807125240786535
27.200855523425307, 0.34590837755694304
26.047009353456176, 0.45661968213091836
23.31196527602598, 1.0172343964005373
21.858974454816526, 1.5102028089229105
21.025641109838816, 1.910187577381541
19.423076984881682, 2.6884322006021373
17.97008518554471, 4.0774591749909455
16.559828755582437, 5.677724732313767
15.149572325620161, 7.990931454716824
41.282053605551994, 0.0012567759283439227
39.70085569809094, 0.0028909389447654595
24.636752923493894, 0.6999765979179099
45.06410494045083, 0.00011127108669510517
20.491452416101424, 2.148307743566519